RunOrder,Plot,RunDate,Block,Barcode,Firmness.kg,block,Date,HarvestPeriod,Entry,Alias,InstituteName,Species,Organization,Synonym,AcquisitionDate,CountryofOrigin,State,Year,Region
765,1160,20240515,1,"1160,1,65C065P601,20240515",0.14,1,20240515,Harvest1,65C065P601,65C065P601,University of California,Fragaria x ananassa,UC DAVIS,65C065P601,19650101,Western US,California,1965,University of California
3871,2234,20240606,2,"2234,2,UCD_Valiant,20240606",0.2,2,20240606,Harvest2,11C103P001,UCD_Valiant,University of California,Fragaria x ananassa,UC DAVIS,UCD_Valiant,20110101,Western US,California,2011,University of California
3854,2235,20240606,2,"2235,2,20C385P033,20240606",0.13,2,20240606,Harvest2,20C385P033,20C385P033,University of California,Fragaria x ananassa,UC DAVIS,20C385P033,20200101,Western US,California,2020,University of California
3856,2235,20240606,2,"2235,2,20C385P033,20240606",0.3,2,20240606,Harvest2,20C385P033,20C385P033,University of California,Fragaria x ananassa,UC DAVIS,20C385P033,20200101,Western US,California,2020,University of California
3855,2235,20240606,2,"2235,2,20C385P033,20240606",0.12,2,20240606,Harvest2,20C385P033,20C385P033,University of California,Fragaria x ananassa,UC DAVIS,20C385P033,20200101,Western US,California,2020,University of California
3980,2236,20240606,2,"2236,2,12C024P614,20240606",0.2,2,20240606,Harvest2,12C024P614,12C024P614,University of California,Fragaria x ananassa,UC DAVIS,12C024P614,20120101,Western US,California,2012,University of California
1628,2236,20240516,2,"2236,2,12C024P614,20240516",0.34,2,20240516,Harvest1,12C024P614,12C024P614,University of California,Fragaria x ananassa,UC DAVIS,12C024P614,20120101,Western US,California,2012,University of California
3981,2236,20240606,2,"2236,2,12C024P614,20240606",0.39,2,20240606,Harvest2,12C024P614,12C024P614,University of California,Fragaria x ananassa,UC DAVIS,12C024P614,20120101,Western US,California,2012,University of California
1627,2236,20240516,2,"2236,2,12C024P614,20240516",0.25,2,20240516,Harvest1,12C024P614,12C024P614,University of California,Fragaria x ananassa,UC DAVIS,12C024P614,20120101,Western US,California,2012,University of California
3982,2236,20240606,2,"2236,2,12C024P614,20240606",0.27,2,20240606,Harvest2,12C024P614,12C024P614,University of California,Fragaria x ananassa,UC DAVIS,12C024P614,20120101,Western US,California,2012,University of California
1639,2237,20240516,2,"2237,2,97C086P001,20240516",0.26,2,20240516,Harvest1,97C086P001,97C086P001,University of California,Fragaria x ananassa,UC DAVIS,97C086P001,19970101,Western US,California,1997,University of California
1638,2237,20240516,2,"2237,2,97C086P001,20240516",0.43,2,20240516,Harvest1,97C086P001,97C086P001,University of California,Fragaria x ananassa,UC DAVIS,97C086P001,19970101,Western US,California,1997,University of California
1640,2237,20240516,2,"2237,2,97C086P001,20240516",0.3,2,20240516,Harvest1,97C086P001,97C086P001,University of California,Fragaria x ananassa,UC DAVIS,97C086P001,19970101,Western US,California,1997,University of California
3971,2237,20240606,2,"2237,2,97C086P001,20240606",0.22,2,20240606,Harvest2,97C086P001,97C086P001,University of California,Fragaria x ananassa,UC DAVIS,97C086P001,19970101,Western US,California,1997,University of California
3973,2237,20240606,2,"2237,2,97C086P001,20240606",0.26,2,20240606,Harvest2,97C086P001,97C086P001,University of California,Fragaria x ananassa,UC DAVIS,97C086P001,19970101,Western US,California,1997,University of California
3972,2237,20240606,2,"2237,2,97C086P001,20240606",0.25,2,20240606,Harvest2,97C086P001,97C086P001,University of California,Fragaria x ananassa,UC DAVIS,97C086P001,19970101,Western US,California,1997,University of California
1614,2238,20240516,2,"2238,2,18C347P064,20240516",0.2,2,20240516,Harvest1,18C347P064,18C347P064,University of California,Fragaria x ananassa,UC DAVIS,18C347P064,20180101,Western US,California,2018,University of California
3997,2238,20240606,2,"2238,2,18C347P064,20240606",0.39,2,20240606,Harvest2,18C347P064,18C347P064,University of California,Fragaria x ananassa,UC DAVIS,18C347P064,20180101,Western US,California,2018,University of California
3995,2238,20240606,2,"2238,2,18C347P064,20240606",0.27,2,20240606,Harvest2,18C347P064,18C347P064,University of California,Fragaria x ananassa,UC DAVIS,18C347P064,20180101,Western US,California,2018,University of California
1613,2238,20240516,2,"2238,2,18C347P064,20240516",0.17,2,20240516,Harvest1,18C347P064,18C347P064,University of California,Fragaria x ananassa,UC DAVIS,18C347P064,20180101,Western US,California,2018,University of California
1615,2238,20240516,2,"2238,2,18C347P064,20240516",0.32,2,20240516,Harvest1,18C347P064,18C347P064,University of California,Fragaria x ananassa,UC DAVIS,18C347P064,20180101,Western US,California,2018,University of California
3996,2238,20240606,2,"2238,2,18C347P064,20240606",0.27,2,20240606,Harvest2,18C347P064,18C347P064,University of California,Fragaria x ananassa,UC DAVIS,18C347P064,20180101,Western US,California,2018,University of California
1634,2239,20240516,2,"2239,2,12C012P001,20240516",0.33,2,20240516,Harvest1,12C012P001,12C012P001,University of California,Fragaria x ananassa,UC DAVIS,12C012P001,20120101,Western US,California,2012,University of California
1633,2239,20240516,2,"2239,2,12C012P001,20240516",0.37,2,20240516,Harvest1,12C012P001,12C012P001,University of California,Fragaria x ananassa,UC DAVIS,12C012P001,20120101,Western US,California,2012,University of California
4005,2239,20240606,2,"2239,2,12C012P001,20240606",0.23,2,20240606,Harvest2,12C012P001,12C012P001,University of California,Fragaria x ananassa,UC DAVIS,12C012P001,20120101,Western US,California,2012,University of California
4003,2239,20240606,2,"2239,2,12C012P001,20240606",0.35,2,20240606,Harvest2,12C012P001,12C012P001,University of California,Fragaria x ananassa,UC DAVIS,12C012P001,20120101,Western US,California,2012,University of California
1632,2239,20240516,2,"2239,2,12C012P001,20240516",0.28,2,20240516,Harvest1,12C012P001,12C012P001,University of California,Fragaria x ananassa,UC DAVIS,12C012P001,20120101,Western US,California,2012,University of California
4004,2239,20240606,2,"2239,2,12C012P001,20240606",0.15,2,20240606,Harvest2,12C012P001,12C012P001,University of California,Fragaria x ananassa,UC DAVIS,12C012P001,20120101,Western US,California,2012,University of California
2768,1253,20240605,1,"1253,1,18C347P065,20240605",0.28,1,20240605,Harvest2,18C347P065,18C347P065,University of California,Fragaria x ananassa,UC DAVIS,18C347P065,20180101,Western US,California,2018,University of California
1989,3057,20240517,3,"3057,3,97C086P001,20240517",0.35,3,20240517,Harvest1,97C086P001,97C086P001,University of California,Fragaria x ananassa,UC DAVIS,97C086P001,19970101,Western US,California,1997,University of California
3336,1169,20240605,1,"1169,1,Shasta,20240605",0.12,1,20240605,Harvest2,35C035P008,Shasta,University of California,Fragaria x ananassa,UC DAVIS,Shasta,19350101,Western US,California,1935,University of California
426,1169,20240515,1,"1169,1,Shasta,20240515",0.16,1,20240515,Harvest1,35C035P008,Shasta,University of California,Fragaria x ananassa,UC DAVIS,Shasta,19350101,Western US,California,1935,University of California
3337,1169,20240605,1,"1169,1,Shasta,20240605",0.14,1,20240605,Harvest2,35C035P008,Shasta,University of California,Fragaria x ananassa,UC DAVIS,Shasta,19350101,Western US,California,1935,University of California
427,1169,20240515,1,"1169,1,Shasta,20240515",0.12,1,20240515,Harvest1,35C035P008,Shasta,University of California,Fragaria x ananassa,UC DAVIS,Shasta,19350101,Western US,California,1935,University of California
3335,1169,20240605,1,"1169,1,Shasta,20240605",0.24,1,20240605,Harvest2,35C035P008,Shasta,University of California,Fragaria x ananassa,UC DAVIS,Shasta,19350101,Western US,California,1935,University of California
3992,2241,20240606,2,"2241,2,20C384P009,20240606",0.18,2,20240606,Harvest2,20C384P009,20C384P009,University of California,Fragaria x ananassa,UC DAVIS,20C384P009,20200101,Western US,California,2020,University of California
3993,2241,20240606,2,"2241,2,20C384P009,20240606",0.13,2,20240606,Harvest2,20C384P009,20C384P009,University of California,Fragaria x ananassa,UC DAVIS,20C384P009,20200101,Western US,California,2020,University of California
2001,3059,20240517,3,"3059,3,18C347P065,20240517",0.19,3,20240517,Harvest1,18C347P065,18C347P065,University of California,Fragaria x ananassa,UC DAVIS,18C347P065,20180101,Western US,California,2018,University of California
2002,3059,20240517,3,"3059,3,18C347P065,20240517",0.21,3,20240517,Harvest1,18C347P065,18C347P065,University of California,Fragaria x ananassa,UC DAVIS,18C347P065,20180101,Western US,California,2018,University of California
5272,3059,20240607,3,"3059,3,18C347P065,20240607",0.2,3,20240607,Harvest2,18C347P065,18C347P065,University of California,Fragaria x ananassa,UC DAVIS,18C347P065,20180101,Western US,California,2018,University of California
2003,3059,20240517,3,"3059,3,18C347P065,20240517",0.25,3,20240517,Harvest1,18C347P065,18C347P065,University of California,Fragaria x ananassa,UC DAVIS,18C347P065,20180101,Western US,California,2018,University of California
1803,3060,20240517,3,"3060,3,Tahoe,20240517",0.11,3,20240517,Harvest1,36C027P006,Tahoe,University of California,Fragaria x ananassa,UC DAVIS,Tahoe,19360101,Western US,California,1936,University of California
1804,3060,20240517,3,"3060,3,Tahoe,20240517",0.08,3,20240517,Harvest1,36C027P006,Tahoe,University of California,Fragaria x ananassa,UC DAVIS,Tahoe,19360101,Western US,California,1936,University of California
1092,2243,20240516,2,"2243,2,20C436P035,20240516",0.39,2,20240516,Harvest1,20C436P035,20C436P035,University of California,Fragaria x ananassa,UC DAVIS,20C436P035,20200101,Western US,California,2020,University of California
1090,2243,20240516,2,"2243,2,20C436P035,20240516",0.32,2,20240516,Harvest1,20C436P035,20C436P035,University of California,Fragaria x ananassa,UC DAVIS,20C436P035,20200101,Western US,California,2020,University of California
1091,2243,20240516,2,"2243,2,20C436P035,20240516",0.41,2,20240516,Harvest1,20C436P035,20C436P035,University of California,Fragaria x ananassa,UC DAVIS,20C436P035,20200101,Western US,California,2020,University of California
3978,2243,20240606,2,"2243,2,20C436P035,20240606",0.21,2,20240606,Harvest2,20C436P035,20C436P035,University of California,Fragaria x ananassa,UC DAVIS,20C436P035,20200101,Western US,California,2020,University of California
3977,2243,20240606,2,"2243,2,20C436P035,20240606",0.18,2,20240606,Harvest2,20C436P035,20C436P035,University of California,Fragaria x ananassa,UC DAVIS,20C436P035,20200101,Western US,California,2020,University of California
622,1176,20240515,1,"1176,1,UC_Surfline,20240515",0.4,1,20240515,Harvest1,16C555P053,UC_Surfline,University of California,Fragaria x ananassa,UC DAVIS,UCD_Surfline,20160101,Western US,California,2016,University of California
2792,1176,20240605,1,"1176,1,UC_Surfline,20240605",0.16,1,20240605,Harvest2,16C555P053,UC_Surfline,University of California,Fragaria x ananassa,UC DAVIS,UCD_Surfline,20160101,Western US,California,2016,University of California
2793,1176,20240605,1,"1176,1,UC_Surfline,20240605",0.28,1,20240605,Harvest2,16C555P053,UC_Surfline,University of California,Fragaria x ananassa,UC DAVIS,UCD_Surfline,20160101,Western US,California,2016,University of California
2791,1176,20240605,1,"1176,1,UC_Surfline,20240605",0.49,1,20240605,Harvest2,16C555P053,UC_Surfline,University of California,Fragaria x ananassa,UC DAVIS,UCD_Surfline,20160101,Western US,California,2016,University of California
621,1176,20240515,1,"1176,1,UC_Surfline,20240515",0.3,1,20240515,Harvest1,16C555P053,UC_Surfline,University of California,Fragaria x ananassa,UC DAVIS,UCD_Surfline,20160101,Western US,California,2016,University of California
623,1176,20240515,1,"1176,1,UC_Surfline,20240515",0.46,1,20240515,Harvest1,16C555P053,UC_Surfline,University of California,Fragaria x ananassa,UC DAVIS,UCD_Surfline,20160101,Western US,California,2016,University of California
409,1177,20240515,1,"1177,1,UC_Monarch,20240515",0.25,1,20240515,Harvest1,17C138P021,UC_Monarch,University of California,Fragaria x ananassa,UC DAVIS,UCD_Monarch,20170101,Western US,California,2017,University of California
2810,1177,20240605,1,"1177,1,UC_Monarch,20240605",0.46,1,20240605,Harvest2,17C138P021,UC_Monarch,University of California,Fragaria x ananassa,UC DAVIS,UCD_Monarch,20170101,Western US,California,2017,University of California
410,1177,20240515,1,"1177,1,UC_Monarch,20240515",0.45,1,20240515,Harvest1,17C138P021,UC_Monarch,University of California,Fragaria x ananassa,UC DAVIS,UCD_Monarch,20170101,Western US,California,2017,University of California
2809,1177,20240605,1,"1177,1,UC_Monarch,20240605",0.25,1,20240605,Harvest2,17C138P021,UC_Monarch,University of California,Fragaria x ananassa,UC DAVIS,UCD_Monarch,20170101,Western US,California,2017,University of California
2808,1177,20240605,1,"1177,1,UC_Monarch,20240605",0.15,1,20240605,Harvest2,17C138P021,UC_Monarch,University of California,Fragaria x ananassa,UC DAVIS,UCD_Monarch,20170101,Western US,California,2017,University of California
411,1177,20240515,1,"1177,1,UC_Monarch,20240515",0.32,1,20240515,Harvest1,17C138P021,UC_Monarch,University of California,Fragaria x ananassa,UC DAVIS,UCD_Monarch,20170101,Western US,California,2017,University of California
2801,1178,20240605,1,"1178,1,18C430P006,20240605",0.21,1,20240605,Harvest2,18C430P006,18C430P006,University of California,Fragaria x ananassa,UC DAVIS,18C430P006,20180101,Western US,California,2018,University of California
407,1178,20240515,1,"1178,1,18C430P006,20240515",0.23,1,20240515,Harvest1,18C430P006,18C430P006,University of California,Fragaria x ananassa,UC DAVIS,18C430P006,20180101,Western US,California,2018,University of California
408,1178,20240515,1,"1178,1,18C430P006,20240515",0.2,1,20240515,Harvest1,18C430P006,18C430P006,University of California,Fragaria x ananassa,UC DAVIS,18C430P006,20180101,Western US,California,2018,University of California
2800,1178,20240605,1,"1178,1,18C430P006,20240605",0.2,1,20240605,Harvest2,18C430P006,18C430P006,University of California,Fragaria x ananassa,UC DAVIS,18C430P006,20180101,Western US,California,2018,University of California
436,1179,20240515,1,"1179,1,19B014P015,20240515",0.31,1,20240515,Harvest1,19B014P015,19B014P015,University of California,Fragaria x ananassa,UC DAVIS,19B014P015,20190101,Western US,California,2019,University of California
2771,1179,20240605,1,"1179,1,19B014P015,20240605",0.14,1,20240605,Harvest2,19B014P015,19B014P015,University of California,Fragaria x ananassa,UC DAVIS,19B014P015,20190101,Western US,California,2019,University of California
2772,1179,20240605,1,"1179,1,19B014P015,20240605",0.22,1,20240605,Harvest2,19B014P015,19B014P015,University of California,Fragaria x ananassa,UC DAVIS,19B014P015,20190101,Western US,California,2019,University of California
2773,1179,20240605,1,"1179,1,19B014P015,20240605",0.19,1,20240605,Harvest2,19B014P015,19B014P015,University of California,Fragaria x ananassa,UC DAVIS,19B014P015,20190101,Western US,California,2019,University of California
437,1179,20240515,1,"1179,1,19B014P015,20240515",0.29,1,20240515,Harvest1,19B014P015,19B014P015,University of California,Fragaria x ananassa,UC DAVIS,19B014P015,20190101,Western US,California,2019,University of California
438,1179,20240515,1,"1179,1,19B014P015,20240515",0.37,1,20240515,Harvest1,19B014P015,19B014P015,University of California,Fragaria x ananassa,UC DAVIS,19B014P015,20190101,Western US,California,2019,University of California
2787,1180,20240605,1,"1180,1,19C119P010,20240605",0.15,1,20240605,Harvest2,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
637,1180,20240515,1,"1180,1,19C119P010,20240515",0.36,1,20240515,Harvest1,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
635,1180,20240515,1,"1180,1,19C119P010,20240515",0.34,1,20240515,Harvest1,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
2785,1180,20240605,1,"1180,1,19C119P010,20240605",0.29,1,20240605,Harvest2,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
2786,1180,20240605,1,"1180,1,19C119P010,20240605",0.29,1,20240605,Harvest2,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
636,1180,20240515,1,"1180,1,19C119P010,20240515",0.35,1,20240515,Harvest1,19C119P010,19C119P010,University of California,Fragaria x ananassa,UC DAVIS,19C119P010,20190101,Western US,California,2019,University of California
632,1181,20240515,1,"1181,1,19C202P009,20240515",0.24,1,20240515,Harvest1,19C202P009,19C202P009,University of California,Fragaria x ananassa,UC DAVIS,19C202P009,20190101,Western US,California,2019,University of California
634,1181,20240515,1,"1181,1,19C202P009,20240515",0.48,1,20240515,Harvest1,19C202P009,19C202P009,University of California,Fragaria x ananassa,UC DAVIS,19C202P009,20190101,Western US,California,2019,University of California
633,1181,20240515,1,"1181,1,19C202P009,20240515",0.37,1,20240515,Harvest1,19C202P009,19C202P009,University of California,Fragaria x ananassa,UC DAVIS,19C202P009,20190101,Western US,California,2019,University of California
2776,1181,20240605,1,"1181,1,19C202P009,20240605",0.1,1,20240605,Harvest2,19C202P009,19C202P009,University of California,Fragaria x ananassa,UC DAVIS,19C202P009,20190101,Western US,California,2019,University of California
2774,1181,20240605,1,"1181,1,19C202P009,20240605",0.13,1,20240605,Harvest2,19C202P009,19C202P009,University of California,Fragaria x ananassa,UC DAVIS,19C202P009,20190101,Western US,California,2019,University of California
2775,1181,20240605,1,"1181,1,19C202P009,20240605",0.18,1,20240605,Harvest2,19C202P009,19C202P009,University of California,Fragaria x ananassa,UC DAVIS,19C202P009,20190101,Western US,California,2019,University of California
435,1182,20240515,1,"1182,1,19C121P001,20240515",0.23,1,20240515,Harvest1,19C121P001,19C121P001,University of California,Fragaria x ananassa,UC DAVIS,19C121P001,20190101,Western US,California,2019,University of California
2777,1182,20240605,1,"1182,1,19C121P001,20240605",0.12,1,20240605,Harvest2,19C121P001,19C121P001,University of California,Fragaria x ananassa,UC DAVIS,19C121P001,20190101,Western US,California,2019,University of California
2778,1182,20240605,1,"1182,1,19C121P001,20240605",0.22,1,20240605,Harvest2,19C121P001,19C121P001,University of California,Fragaria x ananassa,UC DAVIS,19C121P001,20190101,Western US,California,2019,University of California
2779,1182,20240605,1,"1182,1,19C121P001,20240605",0.21,1,20240605,Harvest2,19C121P001,19C121P001,University of California,Fragaria x ananassa,UC DAVIS,19C121P001,20190101,Western US,California,2019,University of California
434,1182,20240515,1,"1182,1,19C121P001,20240515",0.29,1,20240515,Harvest1,19C121P001,19C121P001,University of California,Fragaria x ananassa,UC DAVIS,19C121P001,20190101,Western US,California,2019,University of California
236,1183,20240515,1,"1183,1,Fronteras,20240515",0.13,1,20240515,Harvest1,08C132P608,Fronteras,University of California,Fragaria x ananassa,UC DAVIS,Fronteras,20080101,Western US,California,2008,University of California
237,1183,20240515,1,"1183,1,Fronteras,20240515",0.05,1,20240515,Harvest1,08C132P608,Fronteras,University of California,Fragaria x ananassa,UC DAVIS,Fronteras,20080101,Western US,California,2008,University of California
235,1183,20240515,1,"1183,1,Fronteras,20240515",0.2,1,20240515,Harvest1,08C132P608,Fronteras,University of California,Fragaria x ananassa,UC DAVIS,Fronteras,20080101,Western US,California,2008,University of California
3590,1183,20240605,1,"1183,1,Fronteras,20240605",0.43,1,20240605,Harvest2,08C132P608,Fronteras,University of California,Fragaria x ananassa,UC DAVIS,Fronteras,20080101,Western US,California,2008,University of California
3592,1183,20240605,1,"1183,1,Fronteras,20240605",0.12,1,20240605,Harvest2,08C132P608,Fronteras,University of California,Fragaria x ananassa,UC DAVIS,Fronteras,20080101,Western US,California,2008,University of California
3591,1183,20240605,1,"1183,1,Fronteras,20240605",0.19,1,20240605,Harvest2,08C132P608,Fronteras,University of California,Fragaria x ananassa,UC DAVIS,Fronteras,20080101,Western US,California,2008,University of California
3567,1184,20240605,1,"1184,1,UCD_Warrior,20240605",0.24,1,20240605,Harvest2,08C138P003,UCD_Warrior,University of California,Fragaria x ananassa,UC DAVIS,UCD_Warrior,20080101,Western US,California,2008,University of California
3565,1184,20240605,1,"1184,1,UCD_Warrior,20240605",0.21,1,20240605,Harvest2,08C138P003,UCD_Warrior,University of California,Fragaria x ananassa,UC DAVIS,UCD_Warrior,20080101,Western US,California,2008,University of California
268,1184,20240515,1,"1184,1,UCD_Warrior,20240515",0.26,1,20240515,Harvest1,08C138P003,UCD_Warrior,University of California,Fragaria x ananassa,UC DAVIS,UCD_Warrior,20080101,Western US,California,2008,University of California
3566,1184,20240605,1,"1184,1,UCD_Warrior,20240605",0.2,1,20240605,Harvest2,08C138P003,UCD_Warrior,University of California,Fragaria x ananassa,UC DAVIS,UCD_Warrior,20080101,Western US,California,2008,University of California
269,1184,20240515,1,"1184,1,UCD_Warrior,20240515",0.34,1,20240515,Harvest1,08C138P003,UCD_Warrior,University of California,Fragaria x ananassa,UC DAVIS,UCD_Warrior,20080101,Western US,California,2008,University of California
3561,1185,20240605,1,"1185,1,UCD_Victor,20240605",0.35,1,20240605,Harvest2,11C057P001,UCD_Victor,University of California,Fragaria x ananassa,UC DAVIS,UCD_Victor,20110101,Western US,California,2011,University of California
3562,1185,20240605,1,"1185,1,UCD_Victor,20240605",0.17,1,20240605,Harvest2,11C057P001,UCD_Victor,University of California,Fragaria x ananassa,UC DAVIS,UCD_Victor,20110101,Western US,California,2011,University of California
3558,1186,20240605,1,"1186,1,18C779P035,20240605",0.11,1,20240605,Harvest2,18C779P035,18C779P035,University of California,Fragaria x ananassa,UC DAVIS,18C779P035,20180101,Western US,California,2018,University of California
257,1186,20240515,1,"1186,1,18C779P035,20240515",0.52,1,20240515,Harvest1,18C779P035,18C779P035,University of California,Fragaria x ananassa,UC DAVIS,18C779P035,20180101,Western US,California,2018,University of California
3559,1186,20240605,1,"1186,1,18C779P035,20240605",0.33,1,20240605,Harvest2,18C779P035,18C779P035,University of California,Fragaria x ananassa,UC DAVIS,18C779P035,20180101,Western US,California,2018,University of California
255,1186,20240515,1,"1186,1,18C779P035,20240515",0.32,1,20240515,Harvest1,18C779P035,18C779P035,University of California,Fragaria x ananassa,UC DAVIS,18C779P035,20180101,Western US,California,2018,University of California
256,1186,20240515,1,"1186,1,18C779P035,20240515",0.25,1,20240515,Harvest1,18C779P035,18C779P035,University of California,Fragaria x ananassa,UC DAVIS,18C779P035,20180101,Western US,California,2018,University of California
3560,1186,20240605,1,"1186,1,18C779P035,20240605",0.11,1,20240605,Harvest2,18C779P035,18C779P035,University of California,Fragaria x ananassa,UC DAVIS,18C779P035,20180101,Western US,California,2018,University of California
244,1187,20240515,1,"1187,1,18C862P768,20240515",0.16,1,20240515,Harvest1,18C862P768,18C862P768,University of California,Fragaria x ananassa,UC DAVIS,18C862P768,20180101,Western US,California,2018,University of California
3568,1187,20240605,1,"1187,1,18C862P768,20240605",0.19,1,20240605,Harvest2,18C862P768,18C862P768,University of California,Fragaria x ananassa,UC DAVIS,18C862P768,20180101,Western US,California,2018,University of California
246,1187,20240515,1,"1187,1,18C862P768,20240515",0.16,1,20240515,Harvest1,18C862P768,18C862P768,University of California,Fragaria x ananassa,UC DAVIS,18C862P768,20180101,Western US,California,2018,University of California
245,1187,20240515,1,"1187,1,18C862P768,20240515",0.13,1,20240515,Harvest1,18C862P768,18C862P768,University of California,Fragaria x ananassa,UC DAVIS,18C862P768,20180101,Western US,California,2018,University of California
3569,1187,20240605,1,"1187,1,18C862P768,20240605",0.22,1,20240605,Harvest2,18C862P768,18C862P768,University of California,Fragaria x ananassa,UC DAVIS,18C862P768,20180101,Western US,California,2018,University of California
238,1188,20240515,1,"1188,1,18C862P841,20240515",0.14,1,20240515,Harvest1,18C862P841,18C862P841,University of California,Fragaria x ananassa,UC DAVIS,18C862P841,20180101,Western US,California,2018,University of California
3556,1188,20240605,1,"1188,1,18C862P841,20240605",0.12,1,20240605,Harvest2,18C862P841,18C862P841,University of California,Fragaria x ananassa,UC DAVIS,18C862P841,20180101,Western US,California,2018,University of California
239,1188,20240515,1,"1188,1,18C862P841,20240515",0.15,1,20240515,Harvest1,18C862P841,18C862P841,University of California,Fragaria x ananassa,UC DAVIS,18C862P841,20180101,Western US,California,2018,University of California
3557,1188,20240605,1,"1188,1,18C862P841,20240605",0.11,1,20240605,Harvest2,18C862P841,18C862P841,University of California,Fragaria x ananassa,UC DAVIS,18C862P841,20180101,Western US,California,2018,University of California
240,1188,20240515,1,"1188,1,18C862P841,20240515",0.07,1,20240515,Harvest1,18C862P841,18C862P841,University of California,Fragaria x ananassa,UC DAVIS,18C862P841,20180101,Western US,California,2018,University of California
3555,1189,20240605,1,"1189,1,18C872P853,20240605",0.18,1,20240605,Harvest2,18C872P853,18C872P853,University of California,Fragaria x ananassa,UC DAVIS,18C872P853,20180101,Western US,California,2018,University of California
3554,1189,20240605,1,"1189,1,18C872P853,20240605",0.2,1,20240605,Harvest2,18C872P853,18C872P853,University of California,Fragaria x ananassa,UC DAVIS,18C872P853,20180101,Western US,California,2018,University of California
248,1189,20240515,1,"1189,1,18C872P853,20240515",0.31,1,20240515,Harvest1,18C872P853,18C872P853,University of California,Fragaria x ananassa,UC DAVIS,18C872P853,20180101,Western US,California,2018,University of California
249,1189,20240515,1,"1189,1,18C872P853,20240515",0.07,1,20240515,Harvest1,18C872P853,18C872P853,University of California,Fragaria x ananassa,UC DAVIS,18C872P853,20180101,Western US,California,2018,University of California
247,1189,20240515,1,"1189,1,18C872P853,20240515",0.16,1,20240515,Harvest1,18C872P853,18C872P853,University of California,Fragaria x ananassa,UC DAVIS,18C872P853,20180101,Western US,California,2018,University of California
3553,1190,20240605,1,"1190,1,18A875P755,20240605",0.18,1,20240605,Harvest2,18A875P755,18A875P755,University of California,Fragaria x ananassa,UC DAVIS,18A875P755,20180101,Western US,California,2018,University of California
3552,1190,20240605,1,"1190,1,18A875P755,20240605",0.22,1,20240605,Harvest2,18A875P755,18A875P755,University of California,Fragaria x ananassa,UC DAVIS,18A875P755,20180101,Western US,California,2018,University of California
3573,1191,20240605,1,"1191,1,18C889P804,20240605",0.09,1,20240605,Harvest2,18C889P804,18C889P804,University of California,Fragaria x ananassa,UC DAVIS,18C889P804,20180101,Western US,California,2018,University of California
3575,1191,20240605,1,"1191,1,18C889P804,20240605",0.15,1,20240605,Harvest2,18C889P804,18C889P804,University of California,Fragaria x ananassa,UC DAVIS,18C889P804,20180101,Western US,California,2018,University of California
413,1191,20240515,1,"1191,1,18C889P804,20240515",0.2,1,20240515,Harvest1,18C889P804,18C889P804,University of California,Fragaria x ananassa,UC DAVIS,18C889P804,20180101,Western US,California,2018,University of California
3574,1191,20240605,1,"1191,1,18C889P804,20240605",0.09,1,20240605,Harvest2,18C889P804,18C889P804,University of California,Fragaria x ananassa,UC DAVIS,18C889P804,20180101,Western US,California,2018,University of California
412,1191,20240515,1,"1191,1,18C889P804,20240515",0.21,1,20240515,Harvest1,18C889P804,18C889P804,University of California,Fragaria x ananassa,UC DAVIS,18C889P804,20180101,Western US,California,2018,University of California
414,1191,20240515,1,"1191,1,18C889P804,20240515",0.2,1,20240515,Harvest1,18C889P804,18C889P804,University of California,Fragaria x ananassa,UC DAVIS,18C889P804,20180101,Western US,California,2018,University of California
3539,1192,20240605,1,"1192,1,18A910P740,20240605",0.14,1,20240605,Harvest2,18A910P740,18A910P740,University of California,Fragaria x ananassa,UC DAVIS,18A910P740,20180101,Western US,California,2018,University of California
581,1192,20240515,1,"1192,1,18A910P740,20240515",0.25,1,20240515,Harvest1,18A910P740,18A910P740,University of California,Fragaria x ananassa,UC DAVIS,18A910P740,20180101,Western US,California,2018,University of California
580,1192,20240515,1,"1192,1,18A910P740,20240515",0.42,1,20240515,Harvest1,18A910P740,18A910P740,University of California,Fragaria x ananassa,UC DAVIS,18A910P740,20180101,Western US,California,2018,University of California
3537,1192,20240605,1,"1192,1,18A910P740,20240605",0.22,1,20240605,Harvest2,18A910P740,18A910P740,University of California,Fragaria x ananassa,UC DAVIS,18A910P740,20180101,Western US,California,2018,University of California
3538,1192,20240605,1,"1192,1,18A910P740,20240605",0.22,1,20240605,Harvest2,18A910P740,18A910P740,University of California,Fragaria x ananassa,UC DAVIS,18A910P740,20180101,Western US,California,2018,University of California
163,1193,20240515,1,"1193,1,18A917P739,20240515",0.18,1,20240515,Harvest1,18A917P739,18A917P739,University of California,Fragaria x ananassa,UC DAVIS,18A917P739,20180101,Western US,California,2018,University of California
