RunDate,RunOrder,Sample,AnthoWell,Label_ID,Plot,Block,Entry,Name,Harvest_Date,Brix,Notes,Mass(g),InitialTitro,CorrectedTitro,Titro1,Titro2,Brix1,Brix2,Brix3,Antho
20241002,394,104,H03,"2330,2,19B033P007,20240516",2330,2,19B033P007,19B033P007,20240516,8,PM Run,5,0.66,0.66,0.66,,8,,,
20241002,395,105,A04,"2218,2,Aromas,20240516",2218,2,91C248P003,Aromas,20240516,8.5,PM Run,5,0.68,0.68,0.68,,8.5,,,
20241002,396,106,B04,"2331,2,,20240516",2331,2,FL_10-128,,20240516,8.4,PM Run,5,0.98,0.98,0.98,,8.4,,,
20241002,397,107,C04,"2100,2,97C209P001,20240516",2100,2,97C209P001,97C209P001,20240516,6.6,PM Run,5,0.86,0.86,0.86,,6.6,,,
20241002,398,108,D04,"2262,2,19B014P015,20240516",2262,2,19B014P015,19B014P015,20240516,8.3,PM Run,5,0.78,0.78,0.78,,8.3,,,
20241002,399,109,E04,"2111,2,19B063P023,20240516",2111,2,19B063P023,19B063P023,20240516,8.5,PM Run,5,0.8,0.8,0.8,,8.5,,,
20241002,400,110,F04,"2138,2,Selva,20240516",2138,2,75C071P107,Selva,20240516,11.1,PM Run,5,0.67,0.67,0.67,,11.1,,,
20241002,401,111,G04,"2019,2,UCD_Moxie,20240516",2019,2,11C141P001,UCD_Moxie,20240516,10.7,PM Run,5,0.6,0.6,0.6,,10.7,,,
20241002,402,112,H04,"2165,2,,20240516",2165,2,21.99-20,,20240516,9.4,PM Run,5,1.04,1.04,1.04,,9.4,,,
20241002,403,113,A05,"2311,2,03C132P003,20240516",2311,2,03C132P003,03C132P003,20240516,7.2,PM Run,5,0.64,0.64,0.64,,7.2,,,
20241002,404,114,B05,"2177,2,Redgauntlet,20240516",2177,2,PI551530,Redgauntlet,20240516,9.4,PM Run,5,0.66,0.66,0.66,,9.4,,,
20241002,405,115,C05,"2175,2,,20240516",2175,2,12.101-59,,20240516,10.3,PM Run,5,0.7,0.7,0.7,,10.3,,,
20241002,406,116,D05,"2163,2,16C001P021,20240516",2163,2,16C001P021,16C001P021,20240516,9.4,PM Run,5,0.58,0.58,0.58,,9.4,,,
20241002,407,117,E05,"2097,2,19C163P047,20240516",2097,2,19C163P047,19C163P047,20240516,10.4,PM Run,5,0.73,0.73,0.73,,10.4,,,
20241002,408,118,F05,"2250,2,Primella,20240516",2250,2,PI551422,Primella,20240516,12.5,PM Run,5,0.77,0.77,0.77,,12.5,,,
20241002,409,119,G05,"2328,2,17C224P011,20240516",2328,2,17C224P011,17C224P011,20240516,7.7,PM Run,5,0.59,0.59,0.59,,7.7,,,
20241002,410,120,H05,"2257,2,07C148P001,20240516",2257,2,07C148P001,07C148P001,20240516,9.6,PM Run,5,0.59,0.59,0.59,,9.6,,,
20241002,411,121,A06,"2267,2,20B341P034,20240516",2267,2,20B341P034,20B341P034,20240516,9.3,PM Run,5,0.77,0.77,0.77,,9.3,,,
20241002,412,122,B06,"2261,2,Robinson,20240516",2261,2,PI551441,Robinson,20240516,9.8,PM Run,5,0.67,0.67,0.67,,9.8,,,
20241002,413,123,C06,"2075,2,19B052P033,20240516",2075,2,19B052P033,19B052P033,20240516,6.8,PM Run,5,0.64,0.64,0.64,,6.8,,,
20241002,414,124,D06,"2254,2,Pelican,20240516",2254,2,PI637960,Pelican,20240516,8,PM Run,5,1.07,1.07,1.07,,8,,,
20241002,415,125,E06,"2171,2,19C190P016,20240516",2171,2,19C190P016,19C190P016,20240516,11.1,PM Run,5,1.2,1.2,1.2,,11.1,,,
20241002,416,126,F06,"2120,2,Floridabelle,20240516",2120,2,PI551396,Floridabelle,20240516,9.8,PM Run,5,0.83,0.83,0.83,,9.8,,,
20241002,417,127,G06,"2018,2,,20240516",2018,2,17.72-89,,20240516,7.5,PM Run,5,0.83,0.83,0.83,,7.5,,,
20241002,418,128,H06,"2146,2,Empire,20240516",2146,2,PI551569,Empire,20240516,10.1,PM Run,5,0.92,0.92,0.92,,10.1,,,
20241002,419,129,A07,"2385,2,Fronteras,20240516",2385,2,08C132P608,Fronteras,20240516,8.4,PM Run,5,0.65,0.65,0.65,,8.4,,,
20241002,420,130,B07,"2299,2,19B081P058,20240516",2299,2,19B081P058,19B081P058,20240516,11,PM Run,5,0.61,0.61,0.61,,11,,,
20241002,421,131,C07,"2303,2,Stoplight,20240516",2303,2,PI551808,Stoplight,20240516,10.3,PM Run,5,1.08,1.08,1.08,,10.3,,,
20241002,422,132,D07,"2197,2,Tahoe,20240516",2197,2,36C027P006,Tahoe,20240516,10.7,PM Run,5,0.71,0.71,0.71,,10.7,,,
20241002,423,133,E07,"2056,2,20B241P134,20240516",2056,2,20B241P134,20B241P134,20240516,8.6,PM Run,5,0.61,0.61,0.61,,8.6,,,
20241002,424,134,F07,"2278,2,93C226P002,20240516",2278,2,93C226P002,93C226P002,20240516,7.9,PM Run,5,0.58,0.58,0.58,,7.9,,,
20241002,425,135,G07,"2048,2,20C391P018,20240516",2048,2,20C391P018,20C391P018,20240516,8.3,PM Run,5,1.35,1.35,1.35,,8.3,,,
20241002,426,136,H07,"2127,2,,20240516",2127,2,17.20-51,,20240516,8.6,PM Run,5,0.87,0.87,0.87,,8.6,,,
20241002,427,137,A08,"2050,2,19C199P016,20240516",2050,2,19C199P016,19C199P016,20240516,10,PM Run,5,0.66,0.66,0.66,,10,,,
20241002,428,138,B08,"2297,2,Sparkle,20240516",2297,2,PI551559,Sparkle,20240516,11.7,PM Run,5,0.95,0.95,0.95,,11.7,,,
20241002,429,139,C08,"2162,2,Diamante,20240516",2162,2,91C248P006,Diamante,20240516,9.6,PM Run,5,0.77,0.77,0.77,,9.6,,,
20241002,430,140,D08,"2423,2,12C008P002,20240516",2423,2,12C008P002,12C008P002,20240516,9.6,PM Run,5,0.62,0.62,0.62,,9.6,,,
20241002,431,141,E08,"2370,2,20B251P105,20240516",2370,2,20B251P105,20B251P105,20240516,9.3,PM Run,5,0.73,0.73,0.73,,9.3,,,
20241002,432,142,F08,"2383,2,20C382P001,20240516",2383,2,20C382P001,20C382P001,20240516,8.1,PM Run,5,0.84,0.84,0.84,,8.1,,,
20241002,433,143,G08,"2386,2,08C128P002,20240516",2386,2,08C128P002,08C128P002,20240516,9.5,PM Run,5,0.91,0.91,0.91,,9.5,,,
20241002,434,144,H08,"2234,2,UCD_Valiant,20240516",2234,2,11C103P001,UCD_Valiant,20240516,7.2,PM Run,5,0.76,0.76,0.76,,7.2,,,
20241002,435,145,A09,"2176,2,,20240516",2176,2,Medallion,,20240516,11.4,PM Run,5,0.69,0.69,0.69,,11.4,,,
20241002,436,146,B09,"2280,2,19C174P009,20240516",2280,2,19C174P009,19C174P009,20240516,13.6,PM Run,5,0.76,0.76,0.76,,13.6,,,
20241002,437,147,C09,"2231,2,20B345P023,20240516",2231,2,20B345P023,20B345P023,20240516,12.8,PM Run,5,0.52,0.52,0.52,,12.8,,,
20241002,438,148,D09,"2001,2,20C379P025,20240516",2001,2,20C379P025,20C379P025,20240516,10.6,PM Run,5,0.93,0.93,0.93,,10.6,,,
20241002,439,149,E09,"2179,2,19C161P043,20240516",2179,2,19C161P043,19C161P043,20240516,14.6,PM Run,5,0.65,0.65,0.65,,14.6,,,
20241002,440,150,F09,"2047,2,Solana,20240516",2047,2,35C093P011,Solana,20240516,8.4,PM Run,5,0.93,0.93,0.93,,8.4,,,
20241002,441,151,G09,"2130,2,UCD_Finn,20240516",2130,2,12C112P004,UCD_Finn,20240516,9.4,PM Run,5,0.58,0.58,0.58,,9.4,,,
20241002,442,152,H09,"2279,2,97C085P006,20240516",2279,2,97C085P006,97C085P006,20240516,8.6,PM Run,5,0.68,0.68,0.68,,8.6,,,
20241002,443,153,A10,"2221,2,18B104P002,20240516",2221,2,18B104P002,18B104P002,20240516,8.5,PM Run,5,0.61,0.61,0.61,,8.5,,,
20241002,444,154,B10,"2041,2,Elsanta,20240516",2041,2,PI551579,Elsanta,20240516,7.4,PM Run,5,0.54,0.54,0.54,,7.4,,,
20241002,445,155,C10,"2073,2,,20240516",2073,2,22.99-3,,20240516,14.2,PM Run,5,0.58,0.58,0.58,,14.2,,,
20241002,446,156,D10,"2173,2,19B063P002,20240516",2173,2,19B063P002,19B063P002,20240516,8.7,PM Run,5,0.5,0.5,0.5,,8.7,,,
20241002,447,157,E10,"2168,2,89C206P002,20240516",2168,2,89C206P002,89C206P002,20240516,7.8,PM Run,5,0.76,0.76,0.76,,7.8,,,
20241002,448,158,F10,"2281,2,20C463P091,20240516",2281,2,20C463P091,20C463P091,20240516,11.5,PM Run,5,0.49,0.49,0.49,,11.5,,,
20241002,449,159,G10,"2093,2,04C018P004,20240516",2093,2,04C018P004,04C018P004,20240516,7.4,PM Run,5,0.64,0.64,0.64,,7.4,,,
20241002,450,160,H10,"2227,2,Capitola,20240516",2227,2,83C093P006,Capitola,20240516,11.3,PM Run,5,0.79,0.79,0.79,,11.3,,,
20241003,451,1,A01,"2381,2,18C347P065,20240516",2381,2,18C347P065,18C347P065,20240516,7.9,AM Run,5,1.06,1.06,1.06,,7.9,,,
20241003,452,2,B01,"2295,2,,20240516",2295,2,12.110-15,,20240516,10.6,AM Run,5,0.52,0.52,0.52,,10.6,,,
20241003,453,3,C01,"2342,2,Weisse_Anasa,20240516",2342,2,PI270464,Weisse_Anasa,20240516,13.5,AM Run,5,1.03,1.03,1.03,,13.5,,,
20241003,454,4,D01,"2350,2,11C036P601,20240516",2350,2,11C036P601,11C036P601,20240516,8.3,AM Run,5,0.57,0.57,0.57,,8.3,,,
20241003,455,5,E01,"2081,2,18C347P083,20240516",2081,2,18C347P083,18C347P083,20240516,9.3,AM Run,5,0.72,0.72,0.72,,9.3,,,
20241003,456,6,F01,"2368,2,,20240516",2368,2,Beauty,,20240516,15.1,AM Run,5,0.75,0.75,0.75,,15.1,,,
20241003,457,7,G01,"2429,2,17C721P606,20240516",2429,2,17C721P606,17C721P606,20240516,9.6,AM Run,5,0.96,0.96,0.96,,9.6,,,
20241003,458,8,H01,"2032,2,12C072P606,20240516",2032,2,12C072P606,12C072P606,20240516,9.7,AM Run,5,0.54,0.54,0.54,,9.7,,,
20241003,459,9,A02,"2416,2,Fairland,20240516",2416,2,PI551423,Fairland,20240516,10.3,AM Run,5,0.98,0.98,0.98,,10.3,,,
20241003,460,10,B02,"2293,2,18A875P755,20240516",2293,2,18A875P755,18A875P755,20240516,10.4,AM Run,5,1.1,1.1,1.1,,10.4,,,
20241003,461,11,C02,"2367,2,19B034P013,20240516",2367,2,19B034P013,19B034P013,20240516,7,AM Run,5,0.63,0.63,0.63,,7,,,
20241003,462,12,D02,"2418,2,18A917P739,20240516",2418,2,18A917P739,18A917P739,20240516,9.3,AM Run,5,0.85,0.85,0.85,,9.3,,,
20241003,463,13,E02,"2347,2,42C008P016 ,20240516",2347,2,42C008P016,42C008P016,20240516,11.2,AM Run,5,0.61,0.61,0.61,,11.2,,,
20241003,464,14,F02,"2105,2,Carlsbad,20240516",2105,2,88C070P613,Carlsbad,20240516,9.4,AM Run,5,0.67,0.67,0.67,,9.4,,,
20241003,465,15,G02,"2353,2,Beaver_Belle,20240516",2353,2,PI551839,Beaver_Belle,20240516,9.1,AM Run,5,0.82,0.82,0.82,,9.1,,,
20241003,466,16,H02,"2101,2,20C511P007,20240516",2101,2,20C511P007,20C511P007,20240516,8.2,AM Run,5,0.63,0.63,0.63,,8.2,,,
20241003,467,17,A03,"2224,2,,20240516",2224,2,Pearl 66,,20240516,9.3,AM Run,5,0.85,0.85,0.85,,9.3,,,
20241003,468,18,B03,"2346,2,19C198P037,20240516",2346,2,19C198P037,19C198P037,20240516,8.3,AM Run,5,0.6,0.6,0.6,,8.3,,,
20241003,469,19,C03,"2116,2,18C347P034,20240516",2116,2,18C347P034,18C347P034,20240516,11.4,AM Run,5,0.85,0.85,0.85,,11.4,,,
20241003,470,20,D03,"2102,2,,20240516",2102,2,17.76-92,,20240516,6.6,AM Run,5,0.74,0.74,0.74,,6.6,,,
20241003,471,21,E03,"2322,2,20C437P001,20240516",2322,2,20C437P001,20C437P001,20240516,7.9,AM Run,5,0.47,0.47,0.47,,7.9,,,
20241003,472,22,F03,"2352,2,UC_Surfline,20240516",2352,2,16C555P053,UC_Surfline,20240516,8.9,AM Run,5,0.69,0.69,0.69,,8.9,,,
20241003,473,23,G03,"2282,2,Merced,20240516",2282,2,07C132P003,Merced,20240516,7.2,AM Run,5,0.59,0.59,0.59,,7.2,,,
20241003,474,24,H03,"2193,2,64C028P018_16x,20240516",2193,2,64C028P018_16x,64C028P018_16x,20240516,10.2,AM Run,5,0.84,0.84,0.84,,10.2,,,
20241003,475,25,A04,"2114,2,61S018P030 ,20240516",2114,2,61S018P030,61S018P030,20240516,14.6,AM Run,5,0.55,0.55,0.55,,14.6,,,
20241003,476,26,B04,"2151,2,,20240516",2151,2,Pearl 109,,20240516,8.7,AM Run,5,0.49,0.49,0.49,,8.7,,,
20241003,477,27,C04,"2012,2,,20240516",2012,2,MaradesBois,,20240516,9.1,AM Run,5,0.77,0.77,0.77,,9.1,,,
20241003,478,28,D04,"2265,2,12C100P002,20240516",2265,2,12C100P002,12C100P002,20240516,9.2,AM Run,5,0.86,0.86,0.86,,9.2,,,
20241003,479,29,E04,"2294,2,,20240516",2294,2,Northeaster,,20240516,10.9,AM Run,5,0.72,0.72,0.72,,10.9,,,
20241003,480,30,F04,"2288,2,20B316P005,20240516",2288,2,20B316P005,20B316P005,20240516,8.7,AM Run,5,0.6,0.6,0.6,,8.7,,,
20241003,481,31,G04,"2156,2,,20240516",2156,2,22.98-21,,20240516,9.6,AM Run,5,0.76,0.76,0.76,,9.6,,,
20241003,482,32,H04,"2195,2,20C991P018,20240516",2195,2,20C991P018,20C991P018,20240516,9.4,AM Run,5,0.64,0.64,0.64,,9.4,,,
20241003,483,33,A05,"2118,2,,20240516",2118,2,14.61-80,,20240516,6.9,AM Run,5,0.67,0.67,0.67,,6.9,,,
20241003,484,34,B05,"2268,2,18C347P045,20240516",2268,2,18C347P045,18C347P045,20240516,11,AM Run,5,0.82,0.82,0.82,,11,,,
20241003,485,35,C05,"2104,2,Douglas,20240516",2104,2,72C266P604,Douglas,20240516,9.1,AM Run,5,0.88,0.88,0.88,,9.1,,,
20241003,486,36,D05,"2349,2,20B298P028,20240516",2349,2,20B298P028,20B298P028,20240516,8.3,AM Run,5,0.55,0.55,0.55,,8.3,,,
20241003,487,37,E05,"2154,2,,20240516",2154,2,18.5-61,,20240516,12.2,AM Run,5,0.67,0.67,0.67,,12.2,,,
20241003,488,38,F05,"2113,2,,20240516",2113,2,20.49-122,,20240516,9.3,AM Run,5,0.69,0.69,0.69,,9.3,,,
20241003,489,39,G05,"2023,2,,20240516",2023,2,12.102-51,,20240516,10.1,AM Run,5,0.46,0.46,0.46,,10.1,,,
20241003,490,40,H05,"2398,2,Blakemore,20240516",2398,2,PI551421,Blakemore,20240516,9.2,AM Run,5,1.13,1.13,1.13,,9.2,,,
20241003,491,41,A06,"2409,2,Donner,20240516",2409,2,36C039P004,Donner,20240516,11.4,AM Run,5,0.56,0.56,0.56,,11.4,,,
20241003,492,42,B06,"2002,2,20B239P005,20240516",2002,2,20B239P005,20B239P005,20240516,8.5,AM Run,5,0.9,0.9,0.9,,8.5,,,
20241003,493,43,C06,"3019,3,97C209P001,20240517",3019,3,97C209P001,97C209P001,20240517,11.1,AM Run,5,0.66,0.66,0.66,,11.1,,,
20241003,494,44,D06,"2391,2,19C198P003,20240516",2391,2,19C198P003,19C198P003,20240516,9.7,AM Run,5,0.92,0.92,0.92,,9.7,,,
20241003,495,45,E06,"2026,2,,20240516",2026,2,11.128-8,,20240516,6.8,AM Run,5,0.64,0.64,0.64,,6.8,,,
20241003,496,46,F06,"3014,3,11C195P003,20240517",3014,3,11C195P003,11C195P003,20240517,7.9,AM Run,5,0.57,0.57,0.57,,7.9,,,
20241003,497,47,G06,"3376,3,20B330P059,20240517",3376,3,20B330P059,20B330P059,20240517,12.8,AM Run,5,0.96,0.96,0.96,,12.8,,,
20241003,498,48,H06,"2336,2,12C014P001,20240516",2336,2,12C014P001,12C014P001,20240516,8.5,AM Run,5,0.66,0.66,0.66,,8.5,,,
20241003,499,49,A07,"2160,2,17C254P605,20240516",2160,2,17C254P605,17C254P605,20240516,8.2,AM Run,5,0.5,0.5,0.5,,8.2,,,
20241003,500,50,B07,"2192,2,12C189P001,20240516",2192,2,12C189P001,12C189P001,20240516,10.3,AM Run,5,0.75,0.75,0.75,,10.3,,,
20241003,501,51,C07,"2434,2,,20240516",2434,2,12.115-10,,20240516,10.4,AM Run,5,0.79,0.79,0.79,,10.4,,,
20241003,502,52,D07,"2157,2,19B094P057,20240516",2157,2,19B094P057,19B094P057,20240516,10.8,AM Run,5,0.66,0.66,0.66,,10.8,,,
20241003,503,53,E07,"2323,2,Benicia,20240516",2323,2,04C039P001,Benicia,20240516,9.6,AM Run,5,0.52,0.52,0.52,,9.6,,,
20241003,504,54,F07,"3066,3,Santana,20240517",3066,3,77C036P604,Santana,20240517,9.5,AM Run,5,0.88,0.88,0.88,,9.5,,,
20241003,505,55,G07,"3231,3,20C974P012,20240517",3231,3,20C974P012,20C974P012,20240517,8.1,AM Run,5,0.77,0.77,0.77,,8.1,,,
20241003,506,56,H07,"3214,3,20C926P022,20240517",3214,3,20C926P022,20C926P022,20240517,11.4,AM Run,5,0.55,0.55,0.55,,11.4,,,
20241003,507,57,A08,"3037,3,,20240517",3037,3,18.5-61,,20240517,12.8,AM Run,5,0.65,0.65,0.65,,12.8,,,
20241003,508,58,B08,"3244,3,19C133P035,20240517",3244,3,19C133P035,19C133P035,20240517,9.2,AM Run,5,0.58,0.58,0.58,,9.2,,,
20241003,509,59,C08,"3044,3,MD_683,20240517",3044,3,PI551766,MD_683,20240517,12.4,AM Run,5,1.12,1.12,1.12,,12.4,,,
20241003,510,60,D08,"3229,3,11C020P001,20240517",3229,3,11C020P001,11C020P001,20240517,11.3,AM Run,5,0.89,0.89,0.89,,11.3,,,
20241003,511,61,E08,"3047,3,19C149P014,20240517",3047,3,19C149P014,19C149P014,20240517,8.8,AM Run,5,0.61,0.61,0.61,,8.8,,,
20241003,512,62,F08,"3020,3,19C198P037,20240517",3020,3,19C198P037,19C198P037,20240517,8.7,AM Run,5,0.57,0.57,0.57,,8.7,,,
20241003,513,63,G08,"3238,3,20C436P035,20240517",3238,3,20C436P035,20C436P035,20240517,7.5,AM Run,5,0.72,0.72,0.72,,7.5,,,
20241003,514,64,H08,"3062,3,20B263P120,20240517",3062,3,20B263P120,20B263P120,20240517,10.3,AM Run,5,0.92,0.92,0.92,,10.3,,,
20241003,515,65,A09,"2338,2,19C155P035,20240516",2338,2,19C155P035,19C155P035,20240516,7.3,AM Run,5,0.48,0.48,0.48,,7.3,,,
20241003,516,66,B09,"2209,2,05C165P001,20240516",2209,2,05C165P001,05C165P001,20240516,9.4,AM Run,5,0.58,0.58,0.58,,9.4,,,
20241003,517,67,C09,"2149,2,,20240516",2149,2,17.34-17,,20240516,8,AM Run,5,0.83,0.83,0.83,,8,,,
20241003,518,68,D09,"2285,2,20B316P020,20240516",2285,2,20B316P020,20B316P020,20240516,9.7,AM Run,5,0.56,0.56,0.56,,9.7,,,
20241003,519,69,E09,"2326,2,,20240516",2326,2,12.103-6,,20240516,10.9,AM Run,5,0.84,0.84,0.84,,10.9,,,
20241003,520,70,F09,"3015,3,19C154P045,20240517",3015,3,19C154P045,19C154P045,20240517,8.4,AM Run,5,0.63,0.63,0.63,,8.4,,,
20241003,521,71,G09,"3076,3,71C098P605,20240517",3076,3,71C098P605,71C098P605,20240517,9.3,AM Run,5,0.55,0.55,0.55,,9.3,,,
20241003,522,72,H09,"2271,2,18C862P768,20240516",2271,2,18C862P768,18C862P768,20240516,11.2,AM Run,5,1.04,1.04,1.04,,11.2,,,
20241003,523,73,A10,"2390,2,17C321P015,20240516",2390,2,17C321P015,17C321P015,20240516,9.1,AM Run,5,0.85,0.85,0.85,,9.1,,,
20241003,524,74,B10,"2086,2,17C142P063,20240516",2086,2,17C142P063,17C142P063,20240516,8.9,AM Run,5,0.81,0.81,0.81,,8.9,,,
20241003,525,75,C10,"2430,2,93C226P001,20240516",2430,2,93C226P001,93C226P001,20240516,14,AM Run,5,0.68,0.68,0.68,,14,,,
20241003,526,76,D10,"2029,2,Senga_Sengana,20240516",2029,2,PI264680,Senga_Sengana,20240516,9.2,AM Run,5,0.9,0.9,0.9,,9.2,,,
20241003,527,77,E10,"2399,2,Addie,20240516",2399,2,PI552260,Addie,20240516,7.8,AM Run,5,0.73,0.73,0.73,,7.8,,,
20241003,528,78,F10,"2187,2,20C916P020,20240516",2187,2,20C916P020,20C916P020,20240516,8.2,AM Run,5,0.75,0.75,0.75,,8.2,,,
20241003,529,79,G10,"3245,3,EarliMiss,20240517",3245,3,PI551862,EarliMiss,20240517,11.8,AM Run,5,0.87,0.87,0.87,,11.8,,,
20241003,530,80,H10,"3035,3,20B315P082,20240517",3035,3,20B315P082,20B315P082,20240517,9.7,AM Run,5,1.32,1.32,1.32,,9.7,,,
20241003,531,81,A01,"3098,3,12C098P001,20240517",3098,3,12C098P001,12C098P001,20240517,9.3,PM Run,5,0.52,0.52,0.52,,9.3,,,
20241003,532,82,B01,"3423,3,20B251P041,20240517",3423,3,20B251P041,20B251P041,20240517,10.4,PM Run,5,0.64,0.64,0.64,,10.4,,,
20241003,533,83,C01,"3190,3,77C084P103,20240517",3190,3,77C084P103,77C084P103,20240517,11.9,PM Run,5,0.92,0.92,0.92,,11.9,,,
20241003,534,84,D01,"3249,3,Gaviota,20240517",3249,3,91C248P002,Gaviota,20240517,10.3,PM Run,5,0.83,0.83,0.83,,10.3,,,
20241003,535,85,E01,"3241,3,05C165P001,20240517",3241,3,05C165P001,05C165P001,20240517,10,PM Run,5,0.74,0.74,0.74,,10,,,
20241003,536,86,F01,"3257,3,19B022P035,20240517",3257,3,19B022P035,19B022P035,20240517,13.1,PM Run,5,0.74,0.74,0.74,,13.1,,,
20241003,537,87,G01,"3219,3,EB_372,20240517",3219,3,#N/A,EB_372,20240517,9.2,PM Run,5,1.06,1.06,1.06,,9.2,,,
20241003,538,88,H01,"3092,3,20C442P003,20240517",3092,3,20C442P003,20C442P003,20240517,8.8,PM Run,5,0.6,0.6,0.6,,8.8,,,
20241003,539,89,A02,"3079,3,12C152P002,20240517",3079,3,12C152P002,12C152P002,20240517,8.3,PM Run,5,0.66,0.66,0.66,,8.3,,,
20241003,540,90,B02,"3084,3,20C495P007,20240517",3084,3,20C495P007,20C495P007,20240517,9.2,PM Run,5,0.61,0.61,0.61,,9.2,,,
20241003,541,91,C02,"3225,3,,20240517",3225,3,14.61-80,,20240517,8,PM Run,5,0.83,0.83,0.83,,8,,,
20241003,542,92,D02,"3046,3,12C100P002,20240517",3046,3,12C100P002,12C100P002,20240517,11.7,PM Run,5,0.82,0.82,0.82,,11.7,,,
20241003,543,93,E02,"3200,3,19C213P014,20240517",3200,3,19C213P014,19C213P014,20240517,10.3,PM Run,5,0.59,0.59,0.59,,10.3,,,
20241003,544,94,F02,"3426,3,UC_Golden_Gate,20240517",3426,3,17C139P045,UC_Golden_Gate,20240517,10.5,PM Run,5,0.13,0.13,0.13,,10.5,,,
20241003,545,95,G02,"3111,3,12C024P614,20240517",3111,3,12C024P614,12C024P614,20240517,10.1,PM Run,5,0.55,0.55,0.55,,10.1,,,
20241003,546,96,H02,"3247,3,Petaluma,20240517",3247,3,08C020P602,Petaluma,20240517,10.7,PM Run,5,0.64,0.64,0.64,,10.7,,,
20241003,547,97,A03,"3126,3,19C155P035,20240517",3126,3,19C155P035,19C155P035,20240517,6.5,PM Run,5,0.57,0.57,0.57,,6.5,,,
20241003,548,98,B03,"3097,3,12C082P602,20240517",3097,3,12C082P602,12C082P602,20240517,8.9,PM Run,5,0.81,0.81,0.81,,8.9,,,
20241003,549,99,C03,"3119,3,Mrak,20240517",3119,3,75C034P105,Mrak,20240517,9.2,PM Run,5,0.64,0.64,0.64,,9.2,,,
20241003,550,100,D03,"3104,3,UCD_Moxie,20240517",3104,3,11C141P001,UCD_Moxie,20240517,8.5,PM Run,5,0.55,0.55,0.55,,8.5,,,
20241003,551,101,E03,"3280,3,19B033P007,20240517",3280,3,19B033P007,19B033P007,20240517,8.2,PM Run,5,0.64,0.64,0.64,,8.2,,,
20241003,552,102,F03,"3240,3,20B239P005,20240517",3240,3,20B239P005,20B239P005,20240517,11.3,PM Run,5,0.82,0.82,0.82,,11.3,,,
20241003,553,103,G03,"3055,3,20B304P033,20240517",3055,3,20B304P033,20B304P033,20240517,9.2,PM Run,5,0.77,0.77,0.77,,9.2,,,
20241003,554,104,H03,"3184,3,97C085P006,20240517",3184,3,97C085P006,97C085P006,20240517,9.9,PM Run,5,0.64,0.64,0.64,,9.9,,,
20241003,555,105,A04,"3117,3,,20240517",3117,3,Brilliance,,20240517,6.3,PM Run,5,0.66,0.66,0.66,,6.3,,,
20241003,556,106,B04,"3419,3,Benicia,20240517",3419,3,04C039P001,Benicia,20240517,9.8,PM Run,5,0.68,0.68,0.68,,9.8,,,
20241003,557,107,C04,"3196,3,17C304P063,20240517",3196,3,17C304P063,17C304P063,20240517,8.1,PM Run,5,0.7,0.7,0.7,,8.1,,,
20241003,558,108,D04,"3283,3,Stoplight,20240517",3283,3,PI551808,Stoplight,20240517,10.6,PM Run,5,0.94,0.94,0.94,,10.6,,,
20241003,559,109,E04,"3359,3,12C012P001,20240517",3359,3,12C012P001,12C012P001,20240517,10.3,PM Run,5,0.46,0.46,0.46,,10.3,,,
20241003,560,110,F04,"3222,3,19B092P071,20240517",3222,3,19B092P071,19B092P071,20240517,9.1,PM Run,5,0.72,0.72,0.72,,9.1,,,
20241003,561,111,G04,"3284,3,,20240517",3284,3,MaradesBois,,20240517,12.9,PM Run,5,0.82,0.82,0.82,,12.9,,,
20241003,562,112,H04,"3018,3,18C862P841,20240517",3018,3,18C862P841,18C862P841,20240517,8.7,PM Run,5,0.9,0.9,0.9,,8.7,,,
20241003,563,113,A05,"3033,3,20B251P029,20240517",3033,3,20B251P029,20B251P029,20240517,12.9,PM Run,5,0.7,0.7,0.7,,12.9,,,
20241003,564,114,B05,"3292,3,,20240517",3292,3,17.72-89,,20240517,7.1,PM Run,5,0.64,0.64,0.64,,7.1,,,
20241003,565,115,C05,"3160,3,,20240517",3160,3,22.98-30,,20240517,10.5,PM Run,5,0.55,0.55,0.55,,10.5,,,
20241003,566,116,D05,"3328,3,Monterey,20240517",3328,3,01C132P003,Monterey,20240517,7.8,PM Run,5,0.87,0.87,0.87,,7.8,,,
20241003,567,117,E05,"3422,3,16C096P006,20240517",3422,3,16C096P006,16C096P006,20240517,6.6,PM Run,5,0.74,0.74,0.74,,6.6,,,
20241003,568,118,F05,"3420,3,19B061P027,20240517",3420,3,19B061P027,19B061P027,20240517,9,PM Run,5,0.94,0.94,0.94,,9,,,
20241003,569,119,G05,"3425,3,07C148P001,20240517",3425,3,07C148P001,07C148P001,20240517,9.2,PM Run,5,0.64,0.64,0.64,,9.2,,,
20241003,570,120,H05,"3263,3,Redgauntlet,20240517",3263,3,PI551530,Redgauntlet,20240517,9.2,PM Run,5,0.83,0.83,0.83,,9.2,,,
20241003,571,121,A06,"3017,3,Shasta,20240517",3017,3,35C035P008,Shasta,20240517,9.9,PM Run,5,0.47,0.47,0.47,,9.9,,,
20241003,572,122,B06,"3372,3,20B241P045,20240517",3372,3,20B241P045,20B241P045,20240517,10.4,PM Run,5,0.6,0.6,0.6,,10.4,,,
20241003,573,123,C06,"3341,3,Linn,20240517",3341,3,PI551500,Linn,20240517,10.8,PM Run,5,1.6,1.6,1.6,,10.8,,,
