Disease,DatePictureTaken,TrayID,Position,Score,Ryzopus,HarvestDate,BerryLoc,HarvestPeriod,Entry,Block
N,20240520,N002,20,4,NA,20240516,7,Harvest1,53C009P002,2
N,20240520,N002,21,1,NA,20240516,7,Harvest1,53C009P002,2
N,20240520,N002,22,1,NA,20240516,8,Harvest1,01C080P602,2
N,20240520,N002,23,2,NA,20240516,8,Harvest1,01C080P602,2
N,20240520,N002,25,1,NA,20240516,9,Harvest1,19C119P010,2
N,20240520,N002,26,1,NA,20240516,9,Harvest1,19C119P010,2
N,20240520,N002,27,1,NA,20240516,9,Harvest1,19C119P010,2
N,20240520,N002,28,4,NA,20240516,10,Harvest1,04C044P603,2
N,20240520,N002,30,3,1,20240516,10,Harvest1,04C044P603,2
N,20240520,N044,1,5,1,20240516,1,Harvest1,91C248P006,2
N,20240520,N044,2,5,NA,20240516,1,Harvest1,91C248P006,2
N,20240520,N044,3,5,NA,20240516,1,Harvest1,91C248P006,2
N,20240520,N044,4,1,NA,20240516,2,Harvest1,21.99-20,2
N,20240520,N044,5,2,NA,20240516,2,Harvest1,21.99-20,2
N,20240520,N044,6,3,NA,20240516,2,Harvest1,21.99-20,2
N,20240520,N044,8,4,NA,20240516,3,Harvest1,20B258P030,2
N,20240520,N044,9,3,NA,20240516,3,Harvest1,20B258P030,2
N,20240520,N044,10,3,NA,20240516,4,Harvest1,19C198P004,2
N,20240520,N044,11,2,NA,20240516,4,Harvest1,19C198P004,2
N,20240520,N044,13,4,NA,20240516,5,Harvest1,20C495P007,2
N,20240520,N044,14,4,NA,20240516,5,Harvest1,20C495P007,2
N,20240520,N044,17,5,NA,20240516,6,Harvest1,16C001P021,2
N,20240520,N044,18,5,NA,20240516,6,Harvest1,16C001P021,2
N,20240520,N044,19,2,NA,20240516,7,Harvest1,71C098P605,2
N,20240520,N044,21,4,1,20240516,7,Harvest1,71C098P605,2
N,20240520,N044,22,3,1,20240516,8,Harvest1,PI551766,2
N,20240520,N044,25,2,NA,20240516,9,Harvest1,19B091P078,2
N,20240520,N044,26,2,NA,20240516,9,Harvest1,19B091P078,2
N,20240520,N044,27,1,NA,20240516,9,Harvest1,19B091P078,2
N,20240520,N120,4,2,NA,20240516,2,Harvest1,19B063P002,2
N,20240520,N120,5,3,NA,20240516,2,Harvest1,19B063P002,2
N,20240520,N120,7,2,NA,20240516,3,Harvest1,19C190P016,2
N,20240520,N120,10,3,NA,20240516,4,Harvest1,20B316P013,2
N,20240520,N120,11,2,NA,20240516,4,Harvest1,20B316P013,2
N,20240520,N120,14,1,NA,20240516,5,Harvest1,18C347P046,2
N,20240520,N120,15,3,NA,20240516,5,Harvest1,18C347P046,2
N,20240520,N120,16,2,NA,20240516,6,Harvest1,20B345P023,2
N,20240520,N120,17,4,1,20240516,6,Harvest1,20B345P023,2
N,20240520,N120,18,2,NA,20240516,6,Harvest1,20B345P023,2
N,20240520,N120,21,4,NA,20240516,7,Harvest1,20B341P013,2
N,20240520,N120,22,4,NA,20240516,8,Harvest1,83C093P006,2
N,20240520,N120,23,5,1,20240516,8,Harvest1,83C093P006,2
N,20240520,N120,25,4,NA,20240516,9,Harvest1,17C304P063,2
N,20240520,N120,28,5,NA,20240516,10,Harvest1,Brilliance,2
N,20240520,N120,29,4,NA,20240516,10,Harvest1,Brilliance,2
N,20240520,N120,30,5,NA,20240516,10,Harvest1,Brilliance,2
N,20240520,N117,1,4,1,20240516,1,Harvest1,18B104P002,2
N,20240520,N117,2,5,1,20240516,1,Harvest1,18B104P002,2
N,20240520,N117,3,4,NA,20240516,1,Harvest1,18B104P002,2
N,20240520,N117,4,1,NA,20240516,2,Harvest1,05C148P002,2
N,20240520,N117,5,2,NA,20240516,2,Harvest1,05C148P002,2
N,20240520,N117,6,1,NA,20240516,2,Harvest1,05C148P002,2
N,20240520,N117,7,3,NA,20240516,3,Harvest1,89C206P002,2
N,20240520,N117,8,2,NA,20240516,3,Harvest1,89C206P002,2
N,20240520,N117,9,4,NA,20240516,3,Harvest1,89C206P002,2
N,20240520,N117,10,3,NA,20240516,4,Harvest1,88C024P603,2
N,20240520,N117,11,2,NA,20240516,4,Harvest1,88C024P603,2
N,20240520,N117,12,2,NA,20240516,4,Harvest1,88C024P603,2
N,20240520,N117,13,1,NA,20240516,5,Harvest1,12C166P002,2
N,20240520,N117,14,3,NA,20240516,5,Harvest1,12C166P002,2
N,20240520,N117,15,2,NA,20240516,5,Harvest1,12C166P002,2
N,20240520,N117,16,5,NA,20240516,6,Harvest1,12C104P004,2
N,20240520,N117,17,4,NA,20240516,6,Harvest1,12C104P004,2
N,20240520,N117,18,4,NA,20240516,6,Harvest1,12C104P004,2
N,20240520,N117,19,2,NA,20240516,7,Harvest1,11C057P001,2
N,20240520,N117,20,3,NA,20240516,7,Harvest1,11C057P001,2
N,20240520,N117,21,3,NA,20240516,7,Harvest1,11C057P001,2
N,20240520,N117,22,2,NA,20240516,8,Harvest1,18C340P029,2
N,20240520,N117,23,2,NA,20240516,8,Harvest1,18C340P029,2
N,20240520,N117,24,2,NA,20240516,8,Harvest1,18C340P029,2
N,20240520,N117,25,5,NA,20240516,9,Harvest1,19C155P035,2
N,20240520,N117,26,4,NA,20240516,9,Harvest1,19C155P035,2
N,20240520,N117,27,5,1,20240516,9,Harvest1,19C155P035,2
N,20240520,N117,28,1,NA,20240516,10,Harvest1,12C014P001,2
N,20240520,N117,30,2,NA,20240516,10,Harvest1,12C014P001,2
N,20240520,N111,2,2,NA,20240516,1,Harvest1,FL_10-128,2
N,20240520,N111,6,5,1,20240516,2,Harvest1,17C224P011,2
N,20240520,N111,14,5,NA,20240516,5,Harvest1,11.134-27,2
N,20240520,N111,15,4,1,20240516,5,Harvest1,11.134-27,2
N,20240520,N111,18,4,1,20240516,6,Harvest1,19C149P014,2
N,20240520,N111,19,2,NA,20240516,7,Harvest1,19B063P023,2
N,20240520,N111,20,4,1,20240516,7,Harvest1,19B063P023,2
N,20240520,N111,21,1,1,20240516,7,Harvest1,19B063P023,2
N,20240520,N111,23,5,1,20240516,8,Harvest1,Florida Belle,2
N,20240520,N111,24,2,NA,20240516,8,Harvest1,Florida Belle,2
N,20240520,N111,25,3,NA,20240516,9,Harvest1,18C347P034,2
N,20240520,N111,26,2,NA,20240516,9,Harvest1,18C347P034,2
N,20240520,N111,27,3,NA,20240516,9,Harvest1,18C347P034,2
N,20240520,N111,29,2,NA,20240516,10,Harvest1,20.49-122,2
N,20240520,N111,30,4,NA,20240516,10,Harvest1,20.49-122,2
N,20240520,N114,1,3,NA,20240516,1,Harvest1,08C181P001,2
N,20240520,N114,2,3,1,20240516,1,Harvest1,08C181P001,2
N,20240520,N114,3,3,NA,20240516,1,Harvest1,08C181P001,2
N,20240520,N114,4,2,NA,20240516,2,Harvest1,77C030P605,2
N,20240520,N114,5,3,NA,20240516,2,Harvest1,77C030P605,2
N,20240520,N114,6,2,NA,20240516,2,Harvest1,77C030P605,2
N,20240520,N114,7,2,NA,20240516,3,Harvest1,17C310P031,2
N,20240520,N114,8,3,NA,20240516,3,Harvest1,17C310P031,2
N,20240520,N114,9,1,NA,20240516,3,Harvest1,17C310P031,2
N,20240520,N114,10,3,NA,20240516,4,Harvest1,19C160P030,2
N,20240520,N114,13,2,NA,20240516,5,Harvest1,20B251P110,2
N,20240520,N114,14,4,1,20240516,5,Harvest1,20B251P110,2
N,20240520,N114,15,3,1,20240516,5,Harvest1,20B251P110,2
N,20240520,N114,16,3,NA,20240516,6,Harvest1,MaradesBois,2
N,20240520,N114,17,2,NA,20240516,6,Harvest1,MaradesBois,2
N,20240520,N114,18,3,NA,20240516,6,Harvest1,MaradesBois,2
N,20240520,N114,20,1,NA,20240516,7,Harvest1,PI551953,2
N,20240520,N114,21,4,NA,20240516,7,Harvest1,PI551953,2
N,20240520,N114,22,1,NA,20240516,8,Harvest1,20C974P012,2
N,20240520,N114,23,1,NA,20240516,8,Harvest1,20C974P012,2
N,20240520,N114,24,3,NA,20240516,8,Harvest1,20C974P012,2
N,20240520,N114,28,1,NA,20240516,10,Harvest1,61S018P030,2
N,20240520,N114,29,2,NA,20240516,10,Harvest1,61S018P030,2
N,20240520,N020,1,5,NA,20240516,1,Harvest1,21.66-2,2
N,20240520,N020,2,5,NA,20240516,1,Harvest1,21.66-2,2
N,20240520,N020,3,5,NA,20240516,1,Harvest1,21.66-2,2
N,20240520,N020,4,4,NA,20240516,2,Harvest1,91C248P002,2
N,20240520,N020,5,2,NA,20240516,2,Harvest1,91C248P002,2
N,20240520,N020,6,3,NA,20240516,2,Harvest1,91C248P002,2
N,20240520,N020,7,2,NA,20240516,3,Harvest1,04C076P004,2
N,20240520,N020,8,2,NA,20240516,3,Harvest1,04C076P004,2
N,20240520,N020,9,3,NA,20240516,3,Harvest1,04C076P004,2
N,20240520,N020,10,2,NA,20240516,4,Harvest1,11C151P001,2
N,20240520,N020,12,4,NA,20240516,4,Harvest1,11C151P001,2
N,20240520,N020,13,2,1,20240516,5,Harvest1,PI551919,2
N,20240520,N020,14,3,NA,20240516,5,Harvest1,PI551919,2
N,20240520,N020,15,3,NA,20240516,5,Harvest1,PI551919,2
N,20240520,N020,16,5,NA,20240516,6,Harvest1,18.13-109,2
N,20240520,N020,17,5,NA,20240516,6,Harvest1,18.13-109,2
N,20240520,N020,20,3,NA,20240516,7,Harvest1,19C207P020,2
N,20240520,N020,22,2,NA,20240516,8,Harvest1,77C036P604,2
N,20240520,N020,23,2,NA,20240516,8,Harvest1,77C036P604,2
N,20240520,N020,24,2,NA,20240516,8,Harvest1,77C036P604,2
N,20240520,N020,25,3,NA,20240516,9,Harvest1,36C027P006,2
N,20240520,N020,26,4,NA,20240516,9,Harvest1,36C027P006,2
N,20240520,N020,28,2,NA,20240516,10,Harvest1,19B022P035,2
N,20240520,N020,29,1,NA,20240516,10,Harvest1,19B022P035,2
N,20240520,N020,30,2,NA,20240516,10,Harvest1,19B022P035,2
N,20240520,N017,4,2,NA,20240516,2,Harvest1,81C043P603,2
N,20240520,N017,5,1,NA,20240516,2,Harvest1,81C043P603,2
N,20240520,N017,6,1,NA,20240516,2,Harvest1,81C043P603,2
N,20240520,N017,7,2,NA,20240516,3,Harvest1,12C143P001,2
N,20240520,N017,8,2,NA,20240516,3,Harvest1,12C143P001,2
N,20240520,N017,9,3,NA,20240516,3,Harvest1,12C143P001,2
N,20240520,N017,10,4,NA,20240516,4,Harvest1,17C137P611,2
N,20240520,N017,11,3,NA,20240516,4,Harvest1,17C137P611,2
N,20240520,N017,12,2,NA,20240516,4,Harvest1,17C137P611,2
N,20240520,N017,13,2,NA,20240516,5,Harvest1,08C138P003,2
N,20240520,N017,14,3,1,20240516,5,Harvest1,08C138P003,2
N,20240520,N017,15,2,NA,20240516,5,Harvest1,08C138P003,2
N,20240520,N017,16,4,NA,20240516,6,Harvest1,05C165P001,2
N,20240520,N017,17,3,NA,20240516,6,Harvest1,05C165P001,2
N,20240520,N017,19,3,NA,20240516,7,Harvest1,65C065P601,2
N,20240520,N017,22,2,NA,20240516,8,Harvest1,19B092P071,2
N,20240520,N017,26,3,NA,20240516,9,Harvest1,01C132P003,2
N,20240520,N017,27,2,NA,20240516,9,Harvest1,01C132P003,2
N,20240520,N103,1,2,NA,20240516,1,Harvest1,42C008P016,2
N,20240520,N103,2,2,1,20240516,1,Harvest1,42C008P016,2
N,20240520,N103,3,2,1,20240516,1,Harvest1,42C008P016,2
N,20240520,N103,7,2,NA,20240516,3,Harvest1,17C139P045,2
N,20240520,N103,8,3,NA,20240516,3,Harvest1,17C139P045,2
N,20240520,N103,10,2,1,20240516,4,Harvest1,12C147P002,2
N,20240520,N103,13,2,NA,20240516,5,Harvest1,11C036P601,2
N,20240520,N103,14,3,NA,20240516,5,Harvest1,11C036P601,2
N,20240520,N103,15,3,1,20240516,5,Harvest1,11C036P601,2
N,20240520,N103,16,3,NA,20240516,6,Harvest1,12C009P605,2
N,20240520,N103,19,4,NA,20240516,7,Harvest1,91C248P003,2
N,20240520,N103,20,4,1,20240516,7,Harvest1,91C248P003,2
N,20240520,N103,22,3,1,20240516,8,Harvest1,20B341P034,2
N,20240520,N103,23,5,NA,20240516,8,Harvest1,20B341P034,2
N,20240520,N103,25,1,NA,20240516,9,Harvest1,19C163P047,2
N,20240520,N103,26,1,NA,20240516,9,Harvest1,19C163P047,2
N,20240520,N103,28,4,NA,20240516,10,Harvest1,18C347P045,2
N,20240520,N109,1,2,NA,20240516,1,Harvest1,12C100P002,2
N,20240520,N109,2,2,NA,20240516,1,Harvest1,12C100P002,2
N,20240520,N109,5,5,NA,20240516,2,Harvest1,PI551422,2
N,20240520,N109,6,5,NA,20240516,2,Harvest1,PI551422,2
N,20240520,N109,7,5,1,20240516,3,Harvest1,00C259P002,2
N,20240520,N109,8,3,NA,20240516,3,Harvest1,00C259P002,2
N,20240520,N109,9,5,1,20240516,3,Harvest1,00C259P002,2
N,20240520,N109,10,2,NA,20240516,4,Harvest1,17C242P023,2
N,20240520,N109,11,3,NA,20240516,4,Harvest1,17C242P023,2
N,20240520,N109,14,4,1,20240516,5,Harvest1,20B330P092,2
N,20240520,N109,16,5,1,20240516,6,Harvest1,12C070P602,2
N,20240520,N109,17,4,1,20240516,6,Harvest1,12C070P602,2
N,20240520,N109,18,4,NA,20240516,6,Harvest1,12C070P602,2
N,20240520,N109,19,5,1,20240516,7,Harvest1,18B204P013,2
N,20240520,N109,23,2,NA,20240516,8,Harvest1,19B063P094,2
N,20240520,N109,24,2,NA,20240516,8,Harvest1,19B063P094,2
N,20240520,N109,25,4,1,20240516,9,Harvest1,11C055P004,2
N,20240520,N109,26,4,1,20240516,9,Harvest1,11C055P004,2
N,20240520,N109,28,2,1,20240516,10,Harvest1,88C066P616,2
N,20240520,N109,29,3,NA,20240516,10,Harvest1,88C066P616,2
N,20240520,N109,30,2,NA,20240516,10,Harvest1,88C066P616,2
N,20240520,N112,1,4,NA,20240516,1,Harvest1,Elyana,2
N,20240520,N112,2,3,NA,20240516,1,Harvest1,Elyana,2
N,20240520,N112,3,3,NA,20240516,1,Harvest1,Elyana,2
N,20240520,N112,4,3,1,20240516,2,Harvest1,PI551862,2
N,20240520,N112,5,2,NA,20240516,2,Harvest1,PI551862,2
N,20240520,N112,6,5,NA,20240516,2,Harvest1,PI551862,2
N,20240520,N112,7,2,NA,20240516,3,Harvest1,18.5-61,2
N,20240520,N112,8,2,NA,20240516,3,Harvest1,18.5-61,2
N,20240520,N112,11,3,1,20240516,4,Harvest1,19B094P057,2
N,20240520,N112,12,2,NA,20240516,4,Harvest1,19B094P057,2
N,20240520,N112,13,5,NA,20240516,5,Harvest1,PI551569,2
N,20240520,N112,14,3,NA,20240516,5,Harvest1,PI551569,2
N,20240520,N112,18,2,1,20240516,6,Harvest1,20B316P020,2
N,20240520,N112,19,3,NA,20240516,7,Harvest1,22.98-21,2
N,20240520,N112,20,2,NA,20240516,7,Harvest1,22.98-21,2
N,20240520,N112,21,2,NA,20240516,7,Harvest1,22.98-21,2
N,20240520,N112,22,5,1,20240516,8,Harvest1,64C028P018_16x,2
N,20240520,N112,23,5,1,20240516,8,Harvest1,64C028P018_16x,2
N,20240520,N112,24,5,NA,20240516,8,Harvest1,64C028P018_16x,2
N,20240520,N112,25,5,NA,20240516,9,Harvest1,20C429P029,2
N,20240520,N112,26,5,NA,20240516,9,Harvest1,20C429P029,2
N,20240520,N112,27,3,NA,20240516,9,Harvest1,20C429P029,2
N,20240520,N112,28,5,NA,20240516,10,Harvest1,20C991P018,2
N,20240520,N112,29,4,NA,20240516,10,Harvest1,20C991P018,2
N,20240520,N030,1,3,NA,20240516,1,Harvest1,12C189P001,2
N,20240520,N030,2,2,NA,20240516,1,Harvest1,12C189P001,2
N,20240520,N030,3,2,NA,20240516,1,Harvest1,12C189P001,2
N,20240520,N030,4,4,NA,20240516,2,Harvest1,20B241P068,2
N,20240520,N030,7,2,NA,20240516,3,Harvest1,20B315P082,2
N,20240520,N030,8,4,NA,20240516,3,Harvest1,20B315P082,2
N,20240520,N030,11,1,NA,20240516,4,Harvest1,12C098P001,2
N,20240520,N030,13,2,NA,20240516,5,Harvest1,20C916P020,2
N,20240520,N030,14,3,NA,20240516,5,Harvest1,20C916P020,2
N,20240520,N030,15,2,1,20240516,5,Harvest1,20C916P020,2
N,20240520,N030,19,1,NA,20240516,7,Harvest1,PI551407,2
N,20240520,N030,20,2,NA,20240516,7,Harvest1,PI551407,2
N,20240520,N030,22,3,1,20240516,8,Harvest1,17.34-17,2
N,20240520,N030,23,3,NA,20240516,8,Harvest1,17.34-17,2
N,20240520,N030,24,5,NA,20240516,8,Harvest1,17.34-17,2
N,20240520,N030,25,3,1,20240516,9,Harvest1,Pearl 109,2
N,20240520,N030,26,3,NA,20240516,9,Harvest1,Pearl 109,2
N,20240520,N030,27,4,1,20240516,9,Harvest1,Pearl 109,2
N,20240520,N030,28,5,NA,20240516,10,Harvest1,PI612499,2
N,20240520,N081,7,4,NA,20240516,3,Harvest1,PI270464,2
N,20240520,N081,8,5,1,20240516,3,Harvest1,PI270464,2
N,20240520,N081,9,4,NA,20240516,3,Harvest1,PI270464,2
N,20240520,N081,10,3,NA,20240516,4,Harvest1,17C721P606,2
N,20240520,N081,11,2,1,20240516,4,Harvest1,17C721P606,2
N,20240520,N081,12,2,NA,20240516,4,Harvest1,17C721P606,2
N,20240520,N081,15,3,NA,20240516,5,Harvest1,12.115-10,2
N,20240520,N081,16,5,1,20240516,6,Harvest1,PI616597,2
N,20240520,N081,22,2,1,20240516,8,Harvest1,18A917P739,2
N,20240520,N081,23,4,NA,20240516,8,Harvest1,18A917P739,2
N,20240520,N081,24,2,NA,20240516,8,Harvest1,18A917P739,2
N,20240520,N081,25,3,NA,20240516,9,Harvest1,18C400P002,2
N,20240520,N081,26,3,NA,20240516,9,Harvest1,18C400P002,2
N,20240520,N081,27,2,NA,20240516,9,Harvest1,18C400P002,2
N,20240520,N081,28,2,NA,20240516,10,Harvest1,22.99-19,2
N,20240520,N081,29,2,NA,20240516,10,Harvest1,22.99-19,2
N,20240520,N081,30,2,NA,20240516,10,Harvest1,22.99-19,2
N,20240520,N075,1,2,NA,20240516,1,Harvest1,17C138P062,2
N,20240520,N075,2,2,NA,20240516,1,Harvest1,17C138P062,2
N,20240520,N075,7,5,NA,20240516,3,Harvest1,36C039P004,2
N,20240520,N075,8,5,NA,20240516,3,Harvest1,36C039P004,2
N,20240520,N075,9,5,NA,20240516,3,Harvest1,36C039P004,2
N,20240520,N075,10,5,1,20240516,4,Harvest1,PI616778,2
N,20240520,N075,11,5,1,20240516,4,Harvest1,PI616778,2
N,20240520,N075,13,4,NA,20240516,5,Harvest1,PI551421,2
N,20240520,N075,14,4,NA,20240516,5,Harvest1,PI551421,2
N,20240520,N075,16,1,NA,20240516,6,Harvest1,08C020P602,2
N,20240520,N075,17,2,NA,20240516,6,Harvest1,08C020P602,2
N,20240520,N075,19,5,1,20240516,7,Harvest1,PI551423,2
N,20240520,N075,20,5,NA,20240516,7,Harvest1,PI551423,2
N,20240520,N075,21,5,NA,20240516,7,Harvest1,PI551423,2
N,20240520,N075,22,2,NA,20240516,8,Harvest1,20B330P059,2
N,20240520,N075,23,1,NA,20240516,8,Harvest1,20B330P059,2
N,20240520,N075,24,1,NA,20240516,8,Harvest1,20B330P059,2
N,20240520,N075,26,2,1,20240516,9,Harvest1,05C109P002,2
N,20240520,N075,27,2,NA,20240516,9,Harvest1,05C109P002,2
N,20240520,N075,28,4,NA,20240516,10,Harvest1,PI270471,2
N,20240520,N075,29,5,1,20240516,10,Harvest1,PI270471,2
N,20240520,N075,30,5,NA,20240516,10,Harvest1,PI270471,2
N,20240520,N051,8,5,1,20240516,3,Harvest1,20B334P091,2
N,20240520,N051,11,4,1,20240516,4,Harvest1,17C144P005,2
N,20240520,N051,13,4,NA,20240516,5,Harvest1,Pearl 66,2
N,20240520,N051,14,2,NA,20240516,5,Harvest1,Pearl 66,2
N,20240520,N051,19,2,1,20240516,7,Harvest1,12.105-54,2
N,20240520,N051,20,2,NA,20240516,7,Harvest1,12.105-54,2
N,20240520,N051,21,4,1,20240516,7,Harvest1,12.105-54,2
N,20240520,N051,22,3,NA,20240516,8,Harvest1,12C072P606,2
N,20240520,N051,23,5,NA,20240516,8,Harvest1,12C072P606,2
N,20240520,N051,24,4,NA,20240516,8,Harvest1,12C072P606,2
N,20240520,N051,26,4,1,20240516,9,Harvest1,19C202P009,2
N,20240520,N051,27,4,NA,20240516,9,Harvest1,19C202P009,2
N,20240520,N051,28,3,NA,20240516,10,Harvest1,20B315P023,2
N,20240520,N051,29,3,NA,20240516,10,Harvest1,20B315P023,2
N,20240520,N045,5,1,NA,20240516,2,Harvest1,96C042P601,2
N,20240520,N045,6,1,NA,20240516,2,Harvest1,96C042P601,2
N,20240520,N045,7,5,NA,20240516,3,Harvest1,11.128-8,2
N,20240520,N045,8,5,NA,20240516,3,Harvest1,11.128-8,2
N,20240520,N045,13,1,NA,20240516,5,Harvest1,20B263P047,2
N,20240520,N045,14,2,NA,20240516,5,Harvest1,20B263P047,2
N,20240520,N045,16,5,NA,20240516,6,Harvest1,20B239P005,2
N,20240520,N045,17,5,NA,20240516,6,Harvest1,20B239P005,2
N,20240520,N045,19,2,NA,20240516,7,Harvest1,Florida127 Sensation®,2
N,20240520,N045,20,4,NA,20240516,7,Harvest1,Florida127 Sensation®,2
N,20240520,N045,21,4,NA,20240516,7,Harvest1,Florida127 Sensation®,2
N,20240520,N045,22,5,NA,20240516,8,Harvest1,17.17-127,2
N,20240520,N045,23,5,NA,20240516,8,Harvest1,17.17-127,2
N,20240520,N045,24,4,NA,20240516,8,Harvest1,17.17-127,2
N,20240520,N045,25,5,NA,20240516,9,Harvest1,20B229P004,2
N,20240520,N045,26,4,NA,20240516,9,Harvest1,20B229P004,2
N,20240520,N045,27,3,NA,20240516,9,Harvest1,20B229P004,2
N,20240520,N045,28,3,NA,20240516,10,Harvest1,20B239P009,2
N,20240520,N045,29,4,NA,20240516,10,Harvest1,20B239P009,2
N,20240520,N045,30,5,NA,20240516,10,Harvest1,20B239P009,2
N,20240520,N091,4,2,1,20240516,2,Harvest1,19C198P021,2
N,20240520,N091,5,2,NA,20240516,2,Harvest1,19C198P021,2
N,20240520,N091,10,2,1,20240516,4,Harvest1,09C103P002,2
N,20240520,N091,11,3,NA,20240516,4,Harvest1,09C103P002,2
N,20240520,N091,15,3,1,20240516,5,Harvest1,20B250P145,2
N,20240520,N091,16,5,1,20240516,6,Harvest1,12C089P002,2
N,20240520,N091,17,5,NA,20240516,6,Harvest1,12C089P002,2
N,20240520,N091,19,4,1,20240516,7,Harvest1,19C133P035,2
N,20240520,N091,20,3,NA,20240516,7,Harvest1,19C133P035,2
N,20240520,N091,21,3,1,20240516,7,Harvest1,19C133P035,2
N,20240520,N091,22,5,1,20240516,8,Harvest1,PI551652,2
N,20240520,N091,23,4,1,20240516,8,Harvest1,PI551652,2
N,20240520,N091,24,4,NA,20240516,8,Harvest1,PI551652,2
N,20240520,N091,25,2,NA,20240516,9,Harvest1,20B263P120,2
N,20240520,N091,26,2,NA,20240516,9,Harvest1,20B263P120,2
N,20240520,N091,28,4,1,20240516,10,Harvest1,10C037P604,2
N,20240520,N091,29,4,NA,20240516,10,Harvest1,10C037P604,2
N,20240520,N091,30,4,NA,20240516,10,Harvest1,10C037P604,2
N,20240520,N088,1,4,NA,20240516,1,Harvest1,01C206P005,2
N,20240520,N088,2,4,NA,20240516,1,Harvest1,01C206P005,2
N,20240520,N088,3,4,NA,20240516,1,Harvest1,01C206P005,2
N,20240520,N088,4,3,NA,20240516,2,Harvest1,20C379P025,2
N,20240520,N088,7,3,NA,20240516,3,Harvest1,19B034P013,2
N,20240520,N088,8,3,NA,20240516,3,Harvest1,19B034P013,2
N,20240520,N088,9,3,NA,20240516,3,Harvest1,19B034P013,2
N,20240520,N088,10,2,NA,20240516,4,Harvest1,PI551398,2
N,20240520,N088,11,2,NA,20240516,4,Harvest1,PI551398,2
N,20240520,N088,14,2,NA,20240516,5,Harvest1,20C383P007,2
N,20240520,N088,16,3,1,20240516,6,Harvest1,10C024P002,2
N,20240520,N088,17,3,NA,20240516,6,Harvest1,10C024P002,2
N,20240520,N088,19,2,1,20240516,7,Harvest1,18C492P734,2
N,20240520,N088,21,3,1,20240516,7,Harvest1,18C492P734,2
N,20240520,N088,22,1,NA,20240516,8,Harvest1,04C018P004,2
N,20240520,N088,23,2,NA,20240516,8,Harvest1,04C018P004,2
N,20240520,N088,24,3,NA,20240516,8,Harvest1,04C018P004,2
N,20240520,N088,25,2,NA,20240516,9,Harvest1,20C409P016,2
N,20240520,N088,26,3,NA,20240516,9,Harvest1,20C409P016,2
N,20240520,N088,27,2,NA,20240516,9,Harvest1,20C409P016,2
N,20240520,N088,28,1,NA,20240516,10,Harvest1,20B338P040,2
N,20240520,N001,6,4,1,20240516,2,Harvest1,19B032P031,2
N,20240520,N001,7,2,NA,20240516,3,Harvest1,20C424P016,2
N,20240520,N001,8,1,NA,20240516,3,Harvest1,20C424P016,2
N,20240520,N001,9,2,NA,20240516,3,Harvest1,20C424P016,2
N,20240520,N001,12,5,NA,20240516,4,Harvest1,20C436P035,2
N,20240520,N001,13,2,NA,20240516,5,Harvest1,18.56-4,2
N,20240520,N001,14,2,NA,20240516,5,Harvest1,18.56-4,2
N,20240520,N001,16,4,NA,20240516,6,Harvest1,18C862P768,2
N,20240520,N001,19,2,NA,20240516,7,Harvest1,20C442P003,2
N,20240520,N001,20,2,NA,20240516,7,Harvest1,20C442P003,2
N,20240520,N001,21,2,NA,20240516,7,Harvest1,20C442P003,2
N,20240520,N001,25,2,NA,20240516,9,Harvest1,20B316P005,2
N,20240520,N001,26,4,NA,20240516,9,Harvest1,20B316P005,2
N,20240520,N001,28,4,1,20240516,10,Harvest1,11C115P003,2
N,20240520,N001,29,2,NA,20240516,10,Harvest1,11C115P003,2
N,20240520,N001,30,2,NA,20240516,10,Harvest1,11C115P003,2
N,20240520,N046,1,4,1,20240516,1,Harvest1,PI551481,2
N,20240520,N046,2,4,NA,20240516,1,Harvest1,PI551481,2
N,20240520,N046,4,5,NA,20240516,2,Harvest1,Northeaster,2
N,20240520,N046,5,3,NA,20240516,2,Harvest1,Northeaster,2
N,20240520,N046,7,4,NA,20240516,3,Harvest1,12.110-15,2
N,20240520,N046,8,3,NA,20240516,3,Harvest1,12.110-15,2
N,20240520,N046,9,3,NA,20240516,3,Harvest1,12.110-15,2
N,20240520,N046,10,3,NA,20240516,4,Harvest1,20C502P036,2
N,20240520,N046,11,4,NA,20240516,4,Harvest1,20C502P036,2
N,20240520,N046,12,5,NA,20240516,4,Harvest1,20C502P036,2
N,20240520,N046,13,4,NA,20240516,5,Harvest1,18A875P755,2
N,20240520,N046,14,5,NA,20240516,5,Harvest1,18A875P755,2
N,20240520,N046,15,5,NA,20240516,5,Harvest1,18A875P755,2
N,20240520,N046,16,5,NA,20240516,6,Harvest1,18C446P007,2
N,20240520,N046,19,3,NA,20240516,7,Harvest1,FL_10-129,2
N,20240520,N046,20,3,NA,20240516,7,Harvest1,FL_10-129,2
N,20240520,N046,21,3,NA,20240516,7,Harvest1,FL_10-129,2
N,20240520,N046,22,5,1,20240516,8,Harvest1,05C197P002,2
N,20240520,N046,23,5,1,20240516,8,Harvest1,05C197P002,2
N,20240520,N046,24,4,NA,20240516,8,Harvest1,05C197P002,2
N,20240520,N046,26,3,NA,20240516,9,Harvest1,56S115P011,2
N,20240520,N046,28,5,1,20240516,10,Harvest1,07C132P003,2
N,20240520,N046,29,4,1,20240516,10,Harvest1,07C132P003,2
N,20240520,N046,30,4,NA,20240516,10,Harvest1,07C132P003,2
